Shine A Light on Slavery.,ORG
"We denounce human trafficking and educate about its existence through research and community initiatives, anchored in the defense of children and youth rights.",ORG
CNN joins the fight to end modern-day slavery and shares ways everyone can make a difference.,ORG
Raising awareness on issues surrounding  human trafficking one tweet at a time.,ORG
"Uniting anti-slavery efforts in South Africa by being a point of connection, channel of communication & network of collaboration.",ORG
Faith-based agency in Indianapolis that offers recovery services and advocacy for teen survivors of domestic trafficking.,ORG
"I Raise Voice Against Sex Slavery, Human Trafficking, Domestic Servitude, Forced Labor, Bonded Labor, Child Labor & Rape. Judgement For Men & Women. #Psalm 23:1",ORG
"501C3 Public Charity who is fighting to END Human Trafficking, Sexual Exploitation and other Sexual Crimes in my town of Kentucky and beyond.........",ORG
We are a group of passionate people striving to provide a healing community for sexually exploited girls. Join us in the fight! #humantrafficking #ransomedlife,ORG
A #publication to end #humantrafficking and #humanslavery Magazines: https://t.co/XqzFRxkcGA,ORG
A 501(c)3 nonprofit offering victims of sex trafficking a safe haven where liberty is restored and independent living is achieved.,ORG
"Into the Jordan exists to bring the HOPE of Jesus Christ to women who have been sexually exploited, trafficked for sex, or worked in the sex industry.",ORG
"ACT Liverpool is part of STOP THE TRAFFIK, a global movement to prevent the sale of people, protect victims of human trafficking and prosecute the traffickers.",ORG
Trying to help free the thousands held in slavery in the UK by bringing everything together in an online hub http://t.co/ttaWtgLkxR LET'S END IT TOGETHER!,ORG
Welcome to SAFE. We are an organisation committed to eradicating Human Trafficking. Lets Put Trafficking Out Of Business! #safenetworks,ORG
"CitizensAgainstMassageParlorProstitution (CAMPP) Fighting to stop the proliferation of illegal massage parlors dealing in human trafficking & prostitution,",ORG
Surveys for Anti-Human Trafficking Stakeholders. International collaborative research & data collection project. Planning expanded launch. F/RT  endorsements.,ORG
"No one is truly FREE until we are ALL FREE. #LifeNotProfit We are a public charity, 501c3",ORG
A survivor-led nonprofit organization outsmarting traffickers & empowering potential victims in prone communities to recognize and manage recruitment scams.,ORG
Working with groups across the UK to establish the right to remain with dignity & humanity.Challenging injustice in asylum/immigration system #Unlocked16,ORG
Protecting people from persecution. Leading a serious discussion about asylum policy in the UK,ORG
Everyone whos had to flee their home deserves a chance to live again.  Join us to stand up for asylum seekers and refugees.,ORG
Justice For Domestic workers is a self-help group of migrant domestic workers in the UK campaigning for rights and welfare. Support us! https://t.co/F7sY3y3bay.,ORG
"We stand up for the rights of refugees and asylum seekers in the UK. We also support and empower people to live safe, dignified and fulfilling lives.",ORG
"Kalayaan is a charity established in 1987 to provide advice, advocacy and support services in the UK for migrant domestic workers.",ORG
Migrant Voice -transforming how migrants are portrayed in the media by empowering ourselves to positively influence attitudes. Migrant led. RTs not endorsements,ORG
Focus on Labour Exploitation (FLEX) seeks effective responses to human trafficking for labour exploitation. Retweets not endorsements.,ORG
A UK charity advocating for the rights of migrants. Also provide secretariat for @appgmigration,ORG
The Gangmasters Licensing Authority is a UK Government agency that works in partnership to protect vulnerable and exploited workers.,ORG
"Beyond Trafficking and Slavery is an editorial partnership between openDemocracy and researchers from Africa, Asia, America, Australia and Europe.",ORG
Global Alliance Against Traffic in Women - speaking out for the rights of trafficked and migrant women around the world. RTs & follows are not endorsements.,ORG
Addressing the challenge of understanding demand for trafficking in human beings.  EU-funded project Jan 2014-July 2017. Retweets are not endorsements,ORG
Free mobile app lets anyone help fight sex trafficking. Photograph your hotel room to upload to national law enforcement database @exchangeinitiative,ORG
Twenty-First Century Slavery is an organization that is involved in the fight against human trafficking.,ORG
"Strive2Free is a Sacramento non-profit organization whose mission is to raise awareness about human trafficking, assist survivors, and stop human trafficking.",ORG
"Our mission is to provide resources, information and networking solutions to combat sex trafficking in the U.S.",ORG
"Fighting Human Trafficking in advance of the Super Bowl! Our Mission: To end Human Trafficking in NJ, our nation & the world.",ORG
We're working to end child trafficking and exploitation. Nothing less.,ORG
Climbing mountains to combat #humantrafficking and #endslavery,ORG
Preventing human trafficking and protecting victims through partnerships,ORG
Hope 4 the Sex Trafficked (H4ST) is a cause-based film project centered on the problem of sexual bondage through human persecution and sex slavery in the U.S.,ORG
It's time for human trafficking to be eradicated in Atlanta. We operate a 24/7 hotline that women can call for resources and rescue! 404-941-6024,ORG
Rights4Girls is a human rights organization working to end sex trafficking & gender-based violence in the US  #NoSuchThing #AbuseToPrisonPipeline,ORG
"By harnessing the strength of the collective voices of survivors, we empower vulnerable children to join the movement to end commercial sexual exploitation.",ORG
New Friends New Life restores and empowers formerly trafficked girls and sexually exploited women and their children.,ORG
We are a non-profit supporting survivors of sexual assault. You need not be alone. Call 503-640-5311,ORG
The Hope Project works to bring restoration and healing to survivors of sexual trafficking in the United States.,ORG
"Restored Hope Ministries, Inc - Restoring the lives of women and children affected by sex crimes, abuse and poverty.",ORG
"Caring for youth, combating abuse, and advocating for justice. We protect youth from abuse, exploitation, and trafficking.",ORG
Ending Human Trafficking. Together. Official Twitter acct for Freedom Collaborative. Tweets brought to you by the Freedom Collaborative team.,ORG
A place of grace. Serving women victims of sexual exploitation & human trafficking.,ORG
INHOPE and its 51 Internet Hotlines in 45 countries worldwide are the one-stop shop for reporting online child sexual abuse.,ORG
"INTERPOL's Vulnerable Communities sub-directorate. Promoting victim-centric policing globally. THB, PSN, CAC.",ORG
The WePROTECT Global Alliance is an international movement dedicated to ending the sexual exploitation of children online.,ORG
EVE(formerly Exploited Voices now Educating) former sex industry wmn &abolitionists who challenge the idea of sex as wrk & see the industry as wmn's oppression.,ORG
"End demand for sexual exploitation - pass the Sex Buyer Law: decriminalise the sale of sex, criminalise the buying of sex, & provide support & exiting services.",ORG
Demand Abolition seeks to abolish the illegal commercial sex industry in the United States by eradicating the demand for purchased sex. http://t.co/S8ug7p4P,ORG
We aim to disrupt the predatory behavior of those who seek to exploit children (formerly the Demi and Ashton Foundation).,ORG
"If You Care Enough, You Can Change The World. Come Help Us!!",ORG
A Corporate Response to End Human Trafficking,ORG
Children of the Night is a privately funded non-profit organization est. in 1979 dedicated to rescuing America's children from the ravages of prostitution.,ORG
Resources library. Slavery Today international multidisciplinary peer reviewed journal. Striving for critical mass among diverse disciplines against slavery.,ORG
Opening and developing innovative safe home care that embraces holistic healing and therapeutic support for male survivors of sex trafficking.,ORG
"FRO began as a result of one survivors experiences as an abducted child soldier, by the LRA. FRO helps rehabilitate, reintegrate, & empower communities.",ORG
"Providing a safe haven to little girls rescued from child sex trafficking and exploitation. RESCUE, RESTORE, RELEASE HOPE http://t.co/H1vf68R8Wr",ORG
Tweets in English and French. Interested in the fight against all forms of #slavery. I relay the information I find about the subject and animate a blog,ORG
Committed to providing a nurturing home that meets the unique needs of underage female sex trafficking victims. Hawaii 501(c)3 non-profit.,ORG
"60,000 people are enslaved in the US today. We're working to #EndSlaveryAtHome by creating solutions. #Safety #Education #Jobs",ORG
brings sustainable freedom from human trafficking through the sale of freedom products and fundraising for the start and expansion of freedom businesses.,ORG
We are a community fighting for a world with #NoSlavery,ORG
The TIP Report Global Heroes Network celebrates #humantrafficking heroes nominated by @JTIP_State. Project of @FreedomCenter & @EndSlaveryNow,ORG
"Truckers Against Trafficking raises awareness about human trafficking & how the trucking industry makes a difference. Make the call, save lives! 1-888-3737-888",ORG
"We are a catalyst for change, inspiring and guiding the private sector to lead in the fight against #modernslavery. info@themekongclub.org",ORG
"Think Freedom Campaign - public awareness initiative of Freedom Youth Project FDN, a human rights org, fighting & preventing sex trafficking of youth in Amer.",ORG
"traffickd.org is a site for reporting instances of human trafficking. If you know of someone that may have been trafficked, please go to the site to report it.",ORG
"3SGF combats human trafficking through education, engagement and reintegration initiatives. #breakfreeruns #slavery #abolition",ORG
"South West, England Against Human Trafficking. Using Photography and Film to promote awareness of Modern Slavery. Join us! Also find me @AmyPiner",ORG
"Rescuing and Restoring Victims of Human Trafficking in the US, UK, Cambodia and Norway. (All survivor names changed to protect identity)",ORG
"Restore Innocence aides victims of Human Trafficking holistically in the Rescue, Restoration & Reintegration process: physically, emotionally & spiritually.",ORG
Anti Organ/Sex/Human/Child Trafficking. Anti Slavery. Anti Domestic Violence. Female Genital Mutilation Abolitionist. Magazine's Founder/Editor. Writer. Poet.,ORG
The Salvation Army Freedom Partnership to End Modern Slavery.  Take Part. Pledge Now: https://t.co/f2RDwoNsWv endslavery@aue.salvationarmy.org,ORG
"NEXUS Institute is the first think tank dedicated to ending contemporary forms of slavery, human trafficking and other emerging human rights violations.",ORG
Educational initiative on human trafficking.,ORG
An empowered world where every person can take action against human trafficking and slavery  Follow our founder: @steph_lorenzo,ORG
"A non-profit org that works for the protection of vulnerable migrants, including victims of human trafficking and other forms of modern day slavery.",ORG
The Alliance to End Slavery & Trafficking (ATEST) is a collection of U.S.-based human rights groups working to end modern-day slavery and human trafficking.,ORG
"A non-profit NGO with a mission of enforcing Human rights,democracy & Justice in Jordan and and Arab world, through building capacity of NGOs and practitioners.",ORG
The official Twitter account for the Nexus Working Group on Human Trafficking & Modern Slavery. Follow us on Instagram @NexusHTMS #WeAreNexus #EndSlaveryNow,ORG
"Counter Human Trafficking Compliance Solutions: Corporate Compliance Policy Review, Supply Chain Assessments, Supplier Research, and Compliance Recommendations.",ORG
"GoodWeave envisions a day when no child is made to work, and when freedom, access to education, and the right to childhood are guaranteed.",ORG
Stichting FairWork bestrijdt en voorkomt moderne #slavernij in Nederland. #mensenhandel #arbeidsuitbuiting #HumanTrafficking,ORG
#FreedomForAll is a 501(c)(3) non-profit that fights to end modern-day slavery around the world.,ORG
"Join the effort to end human trafficking. Trust Forum Asia, April 28 . Organised by @thomsonreuters and @TR_Foundation. Be part of the conversation #TFAsia.",ORG
"More than 120,000 Australian workers, united by our belief in the dignity of workers & right to fair treatment. National Secretary @SchofieldJo",ORG
"IOM X is the International Organization for Migrations innovative campaign to encourage safe migration and prevent human trafficking, funded by USAID.",ORG
"Forced Labour, modern slavery, trafficking in persons, bonded labour. Official twitter account  International Labour Organization @ilo",ORG
a non profit organization to empower survivor to reintegrate to the community.,ORG
The Child Labor Coalition: 40 groups representing millions of Americans fighting to reduce exploitative child labor in the U.S. and abroad.,ORG
"#852FreedomCampaign is a movement: mobilising people to fight #slavery by raising funding, media projects & new initiatives! #Film #Art #Music #Youth #Chinese",ORG
"OUR VISION: A world where the 18 million enslaved children are free & safe. MAKE A STAND: #Organic, #FairTrade Lemon-Aid helping #EndChildSlavery.",ORG
"Grassroot organisation promoting, protecting and changing the status quo of domestic workers in the Middle East.",ORG
"International Rescue Committee. We respond to the worlds worst humanitarian crises & help people to survive, recover, and gain control of their future.",ORG
Need a quality bespoke #app or #website? We've one solution for both #mobile app & websites? from 995. An #eCommerce website & mobile app from 29.99/month?,ORG
A 911 Force that deploys Globally to recover Children that have been taken for #HumanTrafficking and works to impede the underground industry that enables it.,ORG
"Goal is to inform policymakers, law enforcement, service providers, and citizens about the issue of trafficking in boys. Based in Chicago",ORG
"LSU Students committed to ending Human Trafficking! Hear the Cry. See the Need. BE the Change.   We support @TheA21Campaign, @TraffickingHOPE, and @UnBoundNow",ORG
"Without a Voice was started to raise awareness about human trafficking. 27 million victims, 80% female, 50% minors, a $32 billion dollar industry...",ORG
We are a team of passionate people driven to free youth from sex trafficking. Join us! #freeouryouth #humantrafficking #sextrafficking #DMST #CSEC,ORG
Free the Supply | End the Demand #TraffickFree,ORG
We're disrupting the business of slavery. Our dream is simple. One day everyone and everything will be Made In A Free World.,ORG
"Canadian NGO combating modern slavery thru research, education & aid in partnership w/ public & private orgs in local & global communities",ORG
I FOLLOW BACK Social Advocacy and Education for Fair Trade and Human Rights #followback,ORG
Human trafficking isn't a problem that just affects people somewhere else. Find out what OC residents can do locally that makes a difference globally.,ORG
"Raise awareness of human trafficking, provide positive baggage to victims, and support other NPO's with the same purpose! #prayPrincetonhome #gomerspurse",ORG
Non-profit organization under the A21 Campaign San Antonio Chapter. Our goal for humanity is simple- freedom,ORG
SafeNight helps domestic violence & human trafficking orgs crowdfund hotel rooms when there's an urgent need & no available shelter beds. / via @caravanstudios,ORG
Mission: To help prevent child abduction and sexual exploitation; help find missing children; and assist victims of abduction and sexual exploitation.,ORG
"Child Helpline International is one of the worlds largest collective impact organisations, a network of 183 members from 142 countries.",ORG
Refusing to ignore people in crisis.,ORG
"We believe every child deserves a future.We do whatever it takes for children, every day & in times of crisis: transforming their lives and the future we share.",ORG
"The world's largest international police organization, with 190 member countries. #INTERPOL #turnbackcrime #Police",ORG
Courtney's House is dedicated to the recovery and healing of victims of domestic minor sex trafficking. Find us on Facebook and Instagram!,ORG
The Walk Free Foundations mission is to end modern slavery. #EndSlavery,ORG
Chosen Advocates is working to provide clinical treatment to children victims of SEX TRAFFICKING here in Colorado and raising awareness nationally.,ORG
"We believe consumers & companies can work together to create significant change, making a difference in the lives of children & the communities they live in.",ORG
Helping to raise awareness of Modern Day Slavery and Human Trafficking and improve the identification and protection of potential victims/survivors,ORG
"Official account of The Flashlight Project, working to stop #sextrafficking and #sexslavery in the Dallas/Fort Worth area.",ORG
"A Non-Profit, 501(c)3, program that will be designed to Restore teen girls, 11-18, from Sexual Trafficking, with Emotional, Spiritual, & Physical Healing.",ORG
Our Mission is to raise awareness and help alleviate burdens for community organiztions working to eradicate Human Trafficking. RT is not an endorsement.,ORG
Official Twitter for STOP THE TRAFFIK's UK Office. People should never be bought and sold. Ever.,ORG
HTF is a UK-based charity which grew out of the All Party Parliamentary Group on Human Trafficking. HTF was created to support the work of NGOs around the UK.,ORG
Multi Award Winning Charity: Working towards a world without #ModernSlavery and #HumanTrafficking,ORG
"The first Index of its kind  providing an estimate, country by country, of the number of people living in #ModernSlavery today.",ORG
The Freedom Fund is the world's first private philanthropic initiative dedicated to ending modern slavery. Join us at https://t.co/etFIyx4PtF,ORG
"Seattle Police news/events. Call 911 to report emergencies. Site is not monitored 24/7. Comments, list of followers subject to public disclosure (RCW 42.56).",ORG
Global youth voice for a world without human trafficking ,ORG
Bringing those victimized by modern slavery...From surviving to thriving!,ORG
"The United Nations Office on Drugs and Crime assists Governments and others to roll back threats caused by #drugs, transnational organized #crime and #terrorism",ORG
we exist to speak on the behalf of the silenced | partnering with those to end human trafficking - slavery today! Founder: @ShaeInvidiata PR:@Randy_INC_,ORG
Working together to end sexual abuse and trafficking. The only way to address a networked problem is with a networked solution. RTs not endorsement.,ORG
Preventing child exploitation and trafficking through educational opportunities for children at risk in Thailand.,ORG
Human Rights activists that focus on the issue of Human Trafficking (in all of its forms) within the State of Florida.,ORG
"The Human Trafficking Center at @josefkorbel is committed to professional research, writing & policy advocacy on forced labor and human trafficking.",ORG
"Founded by Julia Ormond, ASSET is dedicated to the eradication of slavery through amplifying the voices of victims and supporting systemic solutions.",ORG
We believe in a world without slavery.,ORG
"New York Office, United Nations Office on Drugs & Crime #artistsUNitedXhumantrafficking  Retweets/Likes not necessarily endorsements",ORG
A multimedia project focusing on human trafficking.,ORG
We work with @WWU students and @IJM to raise awareness about #SocialJustice and put an end to #HumanTrafficking,ORG
U.S. Department of State Office to Monitor & Combat             Trafficking in Persons,ORG
"Since 1974, YouthCare has been a leader in providing effective services to homeless youth, helping them get off the streets and preparing for life.",ORG
"INL advises the President, Sec. of State & US Gov't on policies/programs to combat international narcotics and crime. RTs are not an endorsement.",ORG
Educating the masses so traffickers lose their power.,ORG
"Providing news, information and resources to the anti-human trafficking community in #HongKong. Sign up our regular #STOPeNews at http://t.co/lFh5pEFEhU!",ORG
Raising awareness about the issue of human trafficking in Southwest Florida.  #UnmaskOurSlaves #humantrafficking #modernslavery #FGCU #SWFL,ORG
Building an inter-faith alliance of individuals & organizations to abolish human trafficking. A project of the Global Peace Foundation-USA #humantrafficking,ORG
Flight Attendants - the first line of defense for human trafficked victims on airplanes! Doing our part as Angels in the Sky at 30000 ft!,ORG
"Crowdsourcing Human Trafficking Reporting World Wide. Our goal is to make reports visible, to coordinate with global efforts, to rescue as many as we can.",ORG
Supporting the rescue & recovery of commercially sexually exploited children & youth #NotOnOurWatch,ORG
"Seattle Against Slavery is a grassroots coalition dedicated to making a slave-free world, starting with Seattle.",ORG
"Providing long-term, hope-filled, solutions for survivors of sex trafficking.",ORG
The European federation for missing and sexually exploited children representing 30 NGOs and active in 26 countries in Europe.,ORG
Home to the Trucker's Missing Child Project; Using Social Media to Connect Truckers & the General Public to Info about Missing Children,ORG
Raising Awareness for Modern Global Slavery,ORG
Fight Against Child Trafficking's goal is to prevent child trafficking in Nigeria by undertaking community engagement in rural communities.,ORG
News about labor rights.   Oximity delivers substantive news directly from organizations & individuals worldwide.,ORG
We educate & raise awareness to Erase Child Trafficking. #HelpErase is a global non-profit with a goal to make #childtrafficking a thing of the past.,ORG
"We offer a unique range of expertise to organisations to help them understand and tackle modern day slavery and to comply with the Modern Slavery Act, 2015",ORG
"Network of service providers and advocates fighting all forms of human trafficking in the United States. Committed to human rights, empowerment-based approach.",ORG
"Oklahomans Against trafficking Humans is a non-profit NGO dedicated to increase awareness of human trafficking,to identify victims and work to provide solutions",ORG
Polaris is a leader in the global fight to eradicate modern slavery and restore freedom to survivors. Join us to learn more:,ORG
We liberate slaves around the world and change the conditions that allow slavery to persist.,ORG
Campaigning against child trafficking and transnational child exploitation,ORG
We've been fighting the bad guys since 1961 - you can join us! Official Amnesty International USA profile - RTsendorsements.,ORG
a pieceful movement,ORG
"We provide timely information on #humanrights crises in 90+ countries. Curated by @jimmurphysf, @astroehlein & @snorthfield45 Staff list https://t.co/wBw0SILvlQ",ORG
The Protection Project is a non-profit human rights research and training institute at The Johns Hopkins University School of Advanced International Studies.,ORG
International Justice Mission Canada. 'Rescue thousands. Protect millions. Prove that justice for the poor is possible.',ORG
"Official twitter for IJM UK, #HumanRights org that secures #Justice for victims of #Slavery, #humantrafficking & other forms of #Violence. #JusticeinKenya",ORG
"Uniting individuals, the church and organizations to end sex trafficking.",ORG
Free Generation is committed to eradicating human trafficking in Africa through innovative strategies that are culturally relevant and responsive.,ORG
Change.org is the worlds fastest growing platform for social change. Here you'll find all the latest news & campaigns about human trafficking issues.,ORG
"Serena Dyer's mission for the Stop Child Trafficking Coalition is to eradicate child trafficking through advocacy, education and research.",ORG
MAV is a men's campaign to end violence against women. Also concerned about male victims of abuse & homophobic bullying.,ORG
Combating human #sextrafficking #slavery & DEMAND.Follow @ENDProstitution @AntiPornography @ENDSexAbuseNOW @NOSadomasochism http://t.co/a1z8XiCb4p,ORG
"We are a multi-generational group of volunteers actively working to educate our communities, aid child victims, & stop child trafficking on Long Island.",ORG
Educating and Empowering young people to fight the injustice of child sex slavery. Follow to join the Rebellion against injustice.,ORG
Inspiring you to dream bigger & persevere in your work to help end human trafficking. Providing resources for survivors of trafficking at @LaunchLifeNow.,ORG
"The St. Louis Rescue & Restore Coalition are advocates against human trafficking. We are made up of non-profits, law enforcement, and concerned citizens.",ORG
Moving victims of violence from crisis to confidence.,ORG
#Socent providing training and consulting to identify and prevent #humantrafficking and #slavery. Join the 5/20 Campaign today!,ORG
"The #DHSmission: With honor and integrity, we will safeguard the American people, our homeland, and our values. Tweets by Secretary Jeh Johnson are signed -JCJ",ORG
Fousquare Church in Shoreline,ORG
"NYATN sheds light on the problem of #humantrafficking, leveraging our collective expertise as lawyers, social workers & policy advocates https://t.co/vGksGGWUeq",ORG
Local people working together to raise awareness of modern slavery.,ORG
Rotary is committed to ending human trafficking. See how you can help in your community.,ORG
"Since 1984, helping to find missing children, reduce child sexual exploitation and prevent future victimization.",ORG
AMBER Alerts for missing children.,ORG
The Civil Rights Division of the United States Department of Justice,ORG
TraffickingHOPE is an outreach & awareness campaign fighting human trafficking.,ORG
"Making the world safer for children by eradicating child abduction, sexual abuse and exploitation. We advocate, train and collaborate to protect children.",ORG
"Free The Girls is 501(c)3 using BRAS to provide jobs to survivors of trafficking in developing countries. Donate to 1552 Pioneer Trail, Chesterton IN 46304 USA",ORG
"Preventative Curriculum designed to educate and empower children, K-College, against the tactics of abductors and online predators. Educate | Protect | Live",ORG
Providing medical aid where it's needed most. Add us on Snapchat: msf.intl,ORG
"We invest in childhoodevery day, in times of crisis & for our future. We give children a healthy start, the opportunity to learn & protection from harm.",ORG
The official account of #UNHCR. Follow us as we provide vital aid and protection to #refugees + the forcibly displaced around the world and stand  #WithRefugees,ORG
CARE fights global poverty by empowering girls and women. Visit https://t.co/tmn5uaH4J6 and join us.,ORG
Oxfam is a world-wide development organization that mobilizes the power of people against poverty.,ORG
We take injustice personally and won't stop until human rights are enjoyed by all. Join us!,ORG
"Amnesty International in the UK - standing up for human rights across the world, wherever justice, freedom, fairness and truth are denied.",ORG
"We are a global movement of people who wont live with poverty, and we work together to end this injustice for everyone.",ORG
"Connecting people, ideas and resources with the United Nations.",ORG
The United Nations #HumanRights office is led by High Commissioner #Zeid,ORG
A Christian anti-human trafficking 501(c)3 fighting the exploitation & trafficking of Houston's youth. More info: http://t.co/vjK6oFsjav,ORG
"We build slave-free cities. Austin, TX. #SlaveFreeCity",ORG
"The Forum on Women, Religion, Violence & Power at The Carter Center is a convening platform for collaboration to advance women's and girls' human rights.",ORG
CATW is an abolitionist non-governmental organization that works to end human trafficking and the commercial sexual exploitation of women and girls worldwide.,ORG
The End Trafficking project is @UNICEFUSA 's initiative to raise awareness about child trafficking and mobilize communities to take action to #endtrafficking,ORG
"Project Rescue is a ministry to women and children in sexual slavery focused on providing physical, emotional and spiritual rescue and holistic restoration.",ORG
"A global movement of individuals, communities & organisations fighting to prevent human trafficking. Official Twitter for STOP THE TRAFFIK's Global Office.",ORG
"Human Trafficking Headlines.  RTs are NOT endorsements, nor does linked material necessarily reflect the opinions of tweeter.",ORG
Let's bring an end to child slavery.,ORG
"We all have a role in ending slavery in our communities and worldwide. At End Slavery Now, we help you find yours.",ORG
Anti-Slavery International - world's oldest human rights organisation. Works to eradicate modern slavery in all its forms.,ORG
"Official account of IJM, a non-profit protecting the poor from violence (e.g. #humantrafficking, #slavery, #childsexualassault) throughout the developing world.",ORG
"A global network of organisations working together to end child prostitution, child pornography, and the trafficking of children for sexual purposes.",ORG
Ending Child Slavery at the Source,ORG
"Fighting one of the greatest issues of our time, modern-day slavery by starting businesses that create jobs for those left out & sustain us long term.",ORG
Volunteer community group taking action to eliminate #humantrafficking/ #modernslavery. See our website to get involved! http://t.co/u1DwXOwztj,ORG
"We work to end sex trafficking of women and children through our prevention, restoration and justice initiatives. Will you join us in this worldwide effort?",ORG
Welcome to the official U.S. Department of State Twitter account!   Secretary Kerry tweets from @JohnKerry.,ORG
Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals,ORG
The Lantern Project is a jewlery line that is on a mission to raise hope and awarness to ending human trafficking.,NORG
"Dad, husband, and 44th President of the United States. Tweets may be archived: http://t.co/eVVzoATsAR.",NORG
I lead the digital #comms unit at #Microsoft Philanthropies and volunteer-teach #CS #robotics at my son's elementary school. Happily married to @rufodox. #CSR,NORG
"Hang with athletes/celebrities:NFL champs, Grammy winners, NBAers, #influencers etc. Seen on @NBC @CBS. #Nonprofit #fundraising?https://t.co/kArhxGrfoE",NORG
"Researcher at the Migration Policy Centre, focusing on Syrian refugees. Broader interests in all things migration, Turkey and the Middle East.",NORG
"Legal Officer @FocusOnLabour. Tweets about labour rights, human trafficking, corporate accountability, migration. Bilbaina en Londres. Views my own.",NORG
Proud to lead a UK govt. agency investigating labour exploitation & modern slavery. paul.broadbent@gla.gsi.gov.uk,NORG
"Trial Lawyer, Investigations & Compliance Counsel. Eradicating human trafficking. Just you wait. Tweets  legal advice.",NORG
"Human Trafficking Survivor; Motivational Speaker; Skills Training, Counselling",NORG
